CountryOfCitizenship,EstWorthPrev,FinalWorth,Gender,Industries,PersonName,Rank,Source
United States,1187.3,1187.3,M,Technology,Orion Hindawi,2291,Software
China,1186.413276,1163.426,M,Technology,Zhang Xuezheng,2312,Telecom
China,1185.915207,1139.261,M,Technology,Sun Hongjun,2343,Semiconductors
China,1185.05559,1207.79,M,Manufacturing,Yang Jianliang & family,2260,Machinery
United States,1184.49559,1163.169,M,Technology,Stanley Tang,2313,food delivery app
United States,1181.7,1181.7,M,Service,Darwin Deason,2296,Software
Canada,1181.699964,1182.914,M,Fashion & Retail,Guo Zhenyu & family,2294,Cosmetics
India,1181.394565,1171.253,M,Manufacturing,Ashwin Desai,2302,Specialty chemicals
Netherlands,1181.3845,1185.791,M,Technology,Sytse 'Sid' Sijbrandij,2292,Software
South Korea,1180.821515,1196.896,M,Media & Entertainment,Kim Taek-jin,2277,Online games
United States,1178.26,1178.26,M,0,Magic Johnson,2297,0
Hong Kong,1178.188704,1168.713,M,Real Estate,Raymond Kwok,2303,Real estate
India,1176.821921,1189.038,M,Manufacturing,Ashok Kajaria,2290,Tiles
Austria,1175.339246,1175.339,M,Automotive,Ulrich Mommert & family,2298,Lighting
United States,1174.82536,1171.747,M,Food & Beverage,Zachary Stern,2301,Liquor
Taiwan,1173.532491,1173.882,M,Manufacturing,Wu Chung-yi,2299,Manufacturing
Australia,1172.055924,1163.701,M,Real Estate,Bruce Mathieson,2311,Hotels
United States,1170.919698,1149.822,M,Technology,Andy Fang,2329,food delivery app
South Korea,1169.557964,1182.53,M,Fashion & Retail,Chung Yong-jin,2295,Retail
Austria,1168.904031,1167.005,M,Manufacturing,Michael Tojner,2306,"Batteries, investments"
Italy,1168.495497,1152.968,M,Fashion & Retail,Diego Della Valle,2326,Shoes
Russia,1166.742288,1166.742,M,Manufacturing,Igor Rybakov,2307,Building materials
Russia,1166.742288,1166.742,M,Manufacturing,Sergei Kolesnikov,2307,Building materials
United States,1166.0,1166.0,M,Finance & Investments,Thomas Bailey,2309,Money management
United States,1165.864444,1168.272,F,Technology,Weili Dai,2304,Semiconductors
Brazil,1164.909109,1161.903,F,Manufacturing,Anne Werninghaus,2314,Industrial machinery
China,1161.607386,1155.853,M,Healthcare,Weimin Du,2321,Vaccines
Japan,1161.094286,1118.593,M,Gambling & Casinos,Hajime Satomi,2377,"video games, pachinko"
China,1160.652596,1167.059,M,Food & Beverage,Wan Long,2305,Food
Russia,1158.713275,1158.713,M,Finance & Investments,Andrei Rappoport,2318,Investments
Taiwan,1157.877783,1159.142,M,Finance & Investments,Eugene Wu,2317,Finance
China,1157.660809,1153.832,M,Fashion & Retail,Tao Yuequn,2323,Contact Lens
Singapore,1156.172977,1156.173,M,Manufacturing,Yao Hsiao Tung,2320,manufacturing
Armenia,1155.492755,1155.493,M,Finance & Investments,Ruben Vardanyan & family,2322,Investment banking
India,1153.365722,1196.785,M,Healthcare,Premchand Godha,2278,pharmaceuticals
United Kingdom,1153.0,1153.0,M,Telecom,Mohammed Ibrahim,2325,Communications
Singapore,1152.21935,1152.219,M,Real Estate,Chua Thian Poh,2327,Real estate
Taiwan,1151.803097,1158.602,F,Food & Beverage,Shirley Kao,2319,Food & beverage retailing
United States,1150.72337,1148.096,M,Diversified,J. Wayne Weaver,2332,Shoes
China,1150.65455,1133.802,M,Manufacturing,Fei Song,2354,Machinery
United States,1149.429127,1127.841,M,Media & Entertainment,Adam Foroughi,2363,mobile games
Germany,1149.174057,1149.174,M,Fashion & Retail,Horst Wortmann,2330,Footwear
United States,1148.31,1148.31,F,Media & Entertainment,Taylor Swift,2331,music
Austria,1147.81981,1153.65,M,Automotive,Stefan Pierer,2324,Automotive
South Korea,1146.144336,1190.958,F,Media & Entertainment,Kim Jung-min,2286,Online gaming
South Korea,1146.144336,1190.958,F,Media & Entertainment,Kim Jung-youn,2286,Online gaming
United States,1143.96666,1140.501,M,Fashion & Retail,William Fisher,2339,Gap
China,1143.664497,1118.839,F,Technology,Liang Qin & family,2375,Semiconductor devices
China,1143.275523,1141.15,F,Real Estate,Zhang Xin,2337,Real estate
Thailand,1143.069572,1138.887,M,Real Estate,Thongma Vijitpongpun,2344,Real estate
India,1142.815319,1164.802,M,Healthcare,Mustafa Hamied,2310,pharmaceuticals
United States,1142.0,1142.0,M,Fashion & Retail,Paul Fireman,2336,Reebok
United States,1140.9,1140.9,M,Manufacturing,Donald Friese,2338,Manufacturing
Germany,1140.079068,1140.079,M,Finance & Investments,Christian Herz,2340,Coffee
Germany,1140.079068,1140.079,F,Finance & Investments,Michaela Herz,2340,Coffee
China,1140.005353,1138.408,M,Manufacturing,Zong Yanmin,2347,Semiconductor materials
Germany,1139.265947,1139.266,M,Food & Beverage,Axel Oberwelland & family,2342,Candy
Uruguay,1139.070277,1151.737,M,Finance & Investments,Sergio Fogel,2328,fintech
Italy,1138.870606,1138.871,F,Food & Beverage,Giuliana Caprotti,2345,Supermarkets
Italy,1138.870606,1138.871,F,Food & Beverage,Marina Caprotti,2345,Supermarkets
China,1138.18394,1138.184,M,Food & Beverage,Wang Xiaokun,2348,tea drinks
Spain,1137.713019,1131.375,M,Metals & Mining,Jose Maria Aristrain,2357,Steel
Russia,1135.135881,1134.025,M,Energy,Andrei Kosogov,2353,Banking
Germany,1134.878726,1134.879,M,Fashion & Retail,Bernd Freier,2352,Fashion retail
Ukraine,1134.114377,1130.115,M,Metals & Mining,Kostyantin Zhevago,2359,Mining
Uruguay,1132.377609,1145.044,M,Finance & Investments,Andres Bzurovski Bay,2335,fintech
Thailand,1132.214814,1110.485,M,Healthcare,Pongsak Viddayakorn,2387,hospitals
South Korea,1131.822241,1131.822,M,Construction & Engineering,Lee Joong-keun,2355,"Construction, real estate"
China,1131.391902,1126.401,M,Manufacturing,Guangwei Liang,2366,Conglomerate
United States,1130.049,1130.049,F,Finance & Investments,Norma Lerner,2360,Banking
India,1129.836732,1145.617,M,Diversified,Analjit Singh,2334,diversified
China,1129.731458,1135.087,M,Technology,Xu Shaochun,2349,Software
Russia,1129.270774,1129.271,M,Real Estate,Alexander Klyachin,2361,Real estate
Indonesia,1128.043838,1161.36,M,Automotive,Sjamsul Nursalim,2315,"Tires, retail"
Romania,1127.257186,1127.257,M,Fashion & Retail,Adrian Paval,2364,Retail
Turkey,1126.763034,1126.763,M,Fashion & Retail,Mustafa Kucuk,2365,Fashion retail
Australia,1125.746178,1134.987,M,Finance & Investments,Michael Heine,2350,Financial services
China,1125.547289,1111.748,M,Manufacturing,Li Yongqing,2384,Petro Firbe
China,1125.268017,1120.731,M,Manufacturing,Shuifu Wang,2372,Manufacturing
Japan,1125.144571,1145.818,M,Technology,Shigefumi Wada,2333,software
United States,1124.3151,1125.497,M,Finance & Investments,Lloyd Blankfein,2367,Banking
United States,1124.23175,1118.6,M,Technology,Ryan Graves,2376,Uber
China,1123.802946,1123.203,M,Manufacturing,Wenbo Xiang,2368,Manufacturing
Spain,1123.065528,1122.631,M,Gambling & Casinos,Manuel Lao Hernández,2369,Casinos
United States,1122.483,1122.483,F,Finance & Investments,Nancy Lerner,2370,"Banking, credit cards"
United States,1121.034,1121.034,M,Finance & Investments,Randolph Lerner,2371,"Banking, credit cards"
Brazil,1119.826218,1118.39,M,Fashion & Retail,Pedro Grendene Bartelle,2378,shoes
Bangladesh,1119.388689,1119.389,M,Energy,Muhammed Aziz Khan,2374,Power
Japan,1116.882518,1119.952,M,Food & Beverage,Nobutada Saji,2373,Beverages
China,1116.481407,1116.0,M,Manufacturing,Mao Zhongwu,2380,Manufacturing
South Korea,1114.627394,1030.945,M,Manufacturing,Ryu Kwang-ji,2503,chemicals
Sweden,1113.779843,1134.967,M,Finance & Investments,Thomas von Koch,2351,Asset management
United States,1113.02635,1102.617,M,Healthcare,Jeff Tangney,2397,Healthcare IT
Ukraine,1113.0,1113.0,M,Diversified,Henadiy Boholyubov,2381,"Banking, investments"
United States,1112.975,1112.975,F,Fashion & Retail,Sara Blakely,2382,Spanx
Thailand,1112.565032,1098.496,M,Finance & Investments,Niti Osathanugrah,2404,"Energy drinks,investments"
China,1111.624951,1092.479,M,Manufacturing,Xu Guozhong & family,2411,Motors
China,1111.54221,1128.023,M,Technology,Wei Lidong & family,2362,Software
India,1110.717472,1110.717,M,Finance & Investments,Nikhil Kamath,2385,Financial services
Russia,1110.495216,1110.495,M,Metals & Mining,Dmitry Pumpyansky,2386,Steel pipes
Australia,1110.289018,1110.225,M,Real Estate,Sam Tarascio,2388,Real estate
Netherlands,1109.9423,1099.826,M,Technology,Steven Schuurman,2403,software
China,1109.166781,1100.603,M,Healthcare,Cheng Xianfeng,2399,Pharmaceuticals
Macau,1108.487212,1111.98,M,Real Estate,Hoi Kin Hong,2383,Real estate
Italy,1108.359902,1106.953,F,Finance & Investments,Lina Tombolato,2392,Financial services
United States,1108.004,1108.004,F,Fashion & Retail,Tory Burch,2389,Fashion
Indonesia,1107.954671,1107.955,M,Media & Entertainment,Benny Suherman,2390,cinemas 
China,1106.511324,1106.511,M,Technology,Zhongyi Wu,2394, electronics
Japan,1106.28194,1100.855,M,Gambling & Casinos,Kazuo Okada,2398,casinos
United States,1104.2535,1104.254,M,Technology,James Truchard,2395,software
Taiwan,1103.927947,1107.227,M,Logistics,Chang Kuo-Hua,2391,"Shipping, airlines"
United States,1102.9,1102.9,M,Technology,David Hindawi,2396,Software
China,1101.541541,1106.823,M,Manufacturing,Zhang Gongyun,2393,Tyre manufacturing machinery
China,1101.179684,1098.378,M,Fashion & Retail,Sun Huaiqing & family,2405,Cosmetics
Netherlands,1100.849129,1341.87,M,Technology,Pieter van der Does,2101,Payments software
United States,1100.0,1100.0,M,Finance & Investments,David Golub,2400,Private equity
United Kingdom,1100.0,1100.0,M,Finance & Investments,Michael Spencer,2400,Stock exchange
United States,1100.0,1100.0,M,Technology,Ryan Breslow,2400,E-commerce software
China,1099.43734,1085.026,M,Healthcare,Zhang Fangliang,2426,biotechnology
United States,1097.253,1090.323,M,Food & Beverage,Summerfield Johnston Jr,2415,Coca-Cola
United Kingdom,1096.423541,1088.638,M,Manufacturing,David McMurtry,2419,Manufacturing
Taiwan,1096.194036,1161.187,M,Manufacturing,Li Shui-po,2316,Stainless steel products
Hong Kong,1095.465437,1089.821,M,Manufacturing,Allan Wong,2418,Electronics
China,1094.014294,1088.425,M,Healthcare,Liu Fangyi,2420,Medical equipment
South Africa,1093.927468,1116.013,M,Finance & Investments,Michiel Le Roux,2379,Banking
India,1093.856371,1089.856,M,Food & Beverage,Pradip Burman,2417,Consumer goods
Philippines,1093.839023,1131.728,M,Food & Beverage,Tony Tan Caktiong,2356,Food
Germany,1092.766321,1092.766,M,Manufacturing,Stephan Schnabel,2410,Chemicals
United States,1092.410268,1085.83,M,Finance & Investments,Joseph Steinberg,2425,Investments
United States,1092.0,1092.0,M,Technology,Brad Keywell,2413,"Software, investments"
Germany,1091.631521,1087.422,F,Finance & Investments,Hedda im Brahm-Droege,2423,Investments
Russia,1091.544745,1091.545,M,Construction & Engineering,Andrei Molchanov,2414,Construction materials
South Korea,1090.537535,1088.357,M,Fashion & Retail,Kim Chang-soo,2421,Apparel 
Russia,1090.0,1090.0,M,Telecom,Gleb Fetisov,2416,Investments
Brazil,1085.523957,1092.255,M,Diversified,Joao Alves de Queiroz Filho,2412,Pharmaceuticals
China,1084.343858,1072.789,M,Technology,Zhu Yiming,2443,Semiconductors
China,1082.37293,1082.931,M,Media & Entertainment,Lu Hongyan,2427,Online games
Finland,1080.542755,1093.548,M,Manufacturing,Heikki Herlin,2408,"Elevators, escalators"
Russia,1080.0,1080.0,M,Energy,Farkhad Akhmedov,2432,Investments
Brazil,1079.353451,1081.909,F,Food & Beverage,Vera Rechulski Santo Domingo,2430,Beer
Sweden,1078.777801,1078.778,M,Finance & Investments,Jonas Kamprad,2434,IKEA
Sweden,1078.777801,1078.778,M,Finance & Investments,Mathias Kamprad,2434,IKEA
China,1077.556623,1077.557,M,Healthcare,Xiu Laigui,2436,Pharmaceuticals
China,1077.12,1067.264,M,Service,Peng Zhao,2451,Online recruitment
Brazil,1076.570241,1074.852,F,Healthcare,Dulce Pugliese de Godoy Bueno,2440,"hospitals, health care"
China,1076.556508,1075.956,M,Manufacturing,Xiuguo Tang,2438,Manufacturing
Russia,1076.308451,1076.308,M,Metals & Mining,Konstantin Strukov & family,2437,"Gold, coal mining"
China,1075.878984,1080.379,M,Manufacturing,Zhou Wen & family,2431,Chemicals 
China,1074.933732,1074.934,M,Service,Wanmao Xu,2439,Education
China,1074.844748,1082.033,F,Technology,Yan Jane & family,2428,Software
Thailand,1073.624954,1067.351,M,Manufacturing,Prachak Tangkaravakoon,2450,Paints
United Kingdom,1073.566597,1073.567,F,Fashion & Retail,Cristina Green,2441,Fashion retail
United Kingdom,1073.566597,1073.567,M,Fashion & Retail,Philip Green,2441,Fashion retail
Italy,1072.363142,1072.363,M,Diversified,Antonio Percassi,2444,"Real estate, diversified"
Switzerland,1072.299901,1063.505,M,Real Estate,Stephane Bonvin,2457,Real estate
Thailand,1071.375966,1071.376,M,Real Estate,Anant Asavabhokhin,2445,Real estate
Brazil,1071.36705,1056.152,F,Finance & Investments,Cristina Junqueira,2469,fintech
Australia,1071.35517,1071.355,M,Manufacturing,Manny Stul,2446,Toys
China,1069.343819,1061.014,M,Service,Junjin Wang,2460,Airline
Cyprus,1068.669581,1070.236,M,Service,Polys Haji-Ioannou,2447,EasyJet
Hong Kong,1068.496224,1066.406,M,Telecom,Wu Kaiting,2453,Electronics
Germany,1068.490223,1068.49,M,Fashion & Retail,Thomas Bruch,2448,Retail
Russia,1067.780301,1067.78,M,Diversified,Oleg Boyko,2449,Diversified
United States,1067.0,1067.0,M,Sports,Tiger Woods,2452,Golf
United States,1066.498969,1047.29,M,Media & Entertainment,John Krystynak,2478,mobile games
United Kingdom,1066.261872,1066.262,M,Real Estate,John Christodoulou,2454,Real estate
Israel,1064.011296,1058.799,F,Real Estate,Danna Azrieli,2464,Real estate
Canada,1064.011296,1058.799,F,Real Estate,Naomi Azrieli,2464,Real estate
Canada,1064.011296,1058.799,F,Real Estate,Sharon Azrieli,2464,Real estate
Russia,1063.502675,1063.503,M,Healthcare,Vadim Yakunin,2458,Pharmacy
South Korea,1061.570435,1061.57,M,Healthcare,Chung Yong-ji,2459,Biotech
Singapore,1059.614226,1060.114,M,Real Estate,John Lim,2461,real estate
Taiwan,1058.857516,1059.693,M,Food & Beverage,Tsao Ter-fung,2462,Food
China,1058.584399,1058.584,M,Fashion & Retail,Wu Yonghua,2467,Apparel
United States,1056.90112,1026.047,M,Healthcare,Timothy Springer,2509,Biotech
United States,1056.54656,1078.799,M,Finance & Investments,Michael Rees,2433,private equity
Russia,1055.195158,1055.195,M,Food & Beverage,Denis Shtengelov,2470,"Food, retail"
China,1054.330404,1056.237,M,Manufacturing,Wang Mingwang,2468,Electronics components
Japan,1054.226213,1096.072,F,Healthcare,Tadako Nakatani,2406,Medical diagnostic equipment
China,1053.747729,1087.789,M,Healthcare,Miao Yongjun,2422,Clinical diagnostics
Japan,1053.534883,1065.256,M,Automotive,Hiroshi Ishibashi,2456,tires
China,1053.288333,1059.408,M,Media & Entertainment,Yu Faxiang,2463,"Tourism, cultural industry"
Germany,1051.669516,1087.072,F,Manufacturing,Gabriella Meister,2424,Appliances
China,1049.912561,1036.241,M,Manufacturing,Li Guoqing,2496,Petro Fibre
United Kingdom,1049.732235,1040.143,M,Technology,Peter Kelly,2488,I.T.
Sweden,1049.630188,1049.63,M,Finance & Investments,Peter Kamprad,2475,IKEA
China,1049.509952,1031.924,M,Healthcare,Fu Gang,2502,pharma retailing
China,1049.087584,1035.459,F,Manufacturing,Xu Yuejuan,2497,Petro Fibre
United States,1048.5,1048.5,M,Sports,LeBron James,2476,Basketball
Russia,1047.564483,1047.564,M,Manufacturing,Seifeddin Rustamov,2477,Chemicals
Germany,1046.31638,1081.956,F,Manufacturing,Ulrike Meister,2429,Appliances
China,1046.06232,1033.27,M,Healthcare,Xiong Xiaochuan,2500,Medical devices
Germany,1046.051928,1046.052,F,Healthcare,Anna Maria Braun,2481,Medical technology
Germany,1046.051928,1046.052,F,Healthcare,Johanna Braun,2481,Medical technology
Germany,1046.051928,1046.052,M,Healthcare,Karl Friedrich Braun,2481,Medical technology
United States,1045.62111,1039.149,M,Technology,Thierry Cruanes,2490,software
South Korea,1044.730685,1046.347,M,Technology,Koo Bon-sik,2479,LG
Japan,1043.99984,1094.626,M,Service,Fumio Kaneko,2407,waste management
Canada,1043.757819,1050.249,M,Food & Beverage,Francesco Saputo,2474,Cheese
China,1042.929029,1027.216,M,Fashion & Retail,Ding Shui Po,2507,"Sneakers, sportswear"
India,1042.46974,1044.179,M,Fashion & Retail,Rahul Gautam,2484,Mattresses
China,1041.822429,1092.77,M,Manufacturing,Li Zhigang,2409,Machinery
China,1040.709747,1037.889,M,Healthcare,Li Li,2491,Pharmaceuticals
China,1040.513248,1051.853,F,Food & Beverage,Tan Lili,2472,Feed
France,1040.438615,1039.219,M,Healthcare,Yves-Loic Martin,2489,Laboratory services
China,1039.055758,1052.059,M,Fashion & Retail,Wang Jianguo,2471,Retail
Russia,1036.506081,1036.506,M,Finance & Investments,Roman Avdeev,2495,"Banking, development"
India,1035.981451,1050.327,M,Service,Vijay Shekhar Sharma,2473,financial technology
Singapore,1035.916715,1041.026,M,Real Estate,Zhong Sheng Jian,2487,Real estate
China,1034.624709,1032.728,M,Food & Beverage,Chen Xianbao & family,2501,Food
Israel,1034.0,1034.0,M,Diversified,Ihor Kolomoyskyy,2499,"Banking, investments"
United States,1033.56194,1029.56,M,Technology,Bob Muglia,2505,software
Japan,1032.324492,1037.371,M,Media & Entertainment,Kenzo Tsujimoto,2492,video games 
United States,1031.780534,1013.245,M,Media & Entertainment,Andrew Karam,2521,mobile games
Germany,1030.53932,1065.96,F,Manufacturing,Franziska Wuerbser,2455,Kitchen appliances
China,1030.440635,1027.024,M,Manufacturing,Wu Chaoqun,2508,Chemicals
United States,1030.4,1035.2,M,0,Robert Kierlin,2498,0
China,1030.159538,1027.782,M,Diversified,Zan Shengda,2506,Diversified
Japan,1027.30515,1131.186,M,0,Shunsaku Sagami,2358,m&a brokerage
China,1027.058065,1013.476,M,Healthcare,Lin Zhixiong & family,2520,Medical devices
China,1026.356898,1030.376,M,Manufacturing,Sun Weijie,2504,Oilfield equipment
Hong Kong,1026.024165,1016.347,F,Manufacturing,Zhuo Jun,2519,Printed circuit boards
China,1025.869369,1041.963,M,Manufacturing,Li Jianli,2486,Lithium-ion battery cap 
United States,1025.573841,1046.236,M,Finance & Investments,Hartley Rogers,2480,asset management
China,1024.417296,1024.417,M,Food & Beverage,Wenjun Dai,2511,Food
South Korea,1022.125998,1022.126,M,Fashion & Retail,Kim Jung-woong,2513,Cosmetics
United States,1021.381439,1021.381,M,Food & Beverage,David Tran & family,2514,Hot sauce
United States,1020.0,1020.0,M,Technology,Scott Smith,2515,Cloud computing
Italy,1019.67963,1019.68,M,Technology,Danilo Iervolino,2516,Online universities
Japan,1017.950133,1037.133,F,Media & Entertainment,Keiko Erikawa,2493,Video games
Japan,1017.689203,1036.867,M,Media & Entertainment,Yoichi Erikawa,2494,Video games
China,1017.076184,1017.076,M,Healthcare,Cai Hongbin,2518,Pharmaceuticals
China,1016.676548,1022.159,M,Telecom,Xue Jiping,2512,Cable
Japan,1015.846512,1012.514,M,Food & Beverage,Takaya Awata,2522,restaurants
China,1014.023335,990.007,M,Fashion & Retail,Xie Bingzheng & family,2545,Apparel
China,1013.11133,1003.435,F,Technology,Huang Xiaofen & family,2532,Printed circuit boards
